experiment;timestamp;timestamp_ms;signal_eeg_01;signal_eeg_02;signal_eeg_t3;signal_eeg_t4;resistance_eeg_01;resistance_eeg_02;resistance_eeg_t3;resistance_eeg_t4;label
20240130101353;20240130_10:57:53,964;1706651873964;8,22388;7,52155;6,42007;7,22038;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,980;1706651873980;0,83149;8,48639;7,00571;7,82661;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,993;1706651873993;8,42032;7,56352;6,80763;5,97462;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,010;1706651874010;7,69302;6,10079;5,70677;5,30679;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,027;1706651874027;5,56274;5,33648;4,78751;4,44746;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,045;1706651874045;3,91636;5,35304;3,69516;2,64581;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,061;1706651874061;3,76935;2,90437;0,41911;1,66191;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,081;1706651874081;3,21944;2,55284;3,58902;1,83437;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,096;1706651874096;0,780048;0,0806196;0,890288;1,27593;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,115;1706651874115;1,01544;0,771682;1,29218;-0,224772;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,127;1706651874127;0,743411;0,344844;0,230046;0,00441668;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,145;1706651874145;-0,100555;-0,935199;-0,882464;-0,733636;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,161;1706651874161;-1,05084;-1,91826;-0,840092;-0,861794;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,175;1706651874175;-1,16357;-0,14016;-0,0584692;-0,12128;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,195;1706651874195;-2,29877;-1,89191;-0,14169;-1,32853;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,210;1706651874210;-0,783146;-1,24666;-1,01059;-0,775854;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,226;1706651874226;-0,575914;-1,11687;-0,0899206;-0,168563;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,243;1706651874243;-2,00538;-1,45976;-0,966687;-0,546764;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,261;1706651874261;-2,42579;-1,66829;-1,26231;-0,662947;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,275;1706651874275;-1,55575;-1,77173;-0,231128;-1,13321;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,294;1706651874294;-0,18964;-1,27409;-1,19942;-1,32806;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,314;1706651874314;-1,70527;-0,0571614;-1,36002;-0,974554;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,327;1706651874327;-2,68007;-0,992811;-1,16279;-0,796321;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,343;1706651874343;-1,03408;-0,584997;-0,460632;-0,248596;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,359;1706651874359;-2,56644;-2,15851;-1,20348;-1,28564;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,376;1706651874376;-2,98472;-2,14355;-1,25117;-1,51049;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,395;1706651874395;-1,56856;-1,67517;-1,05005;-0,783856;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,412;1706651874412;-0,868331;-0,604405;-0,072816;-0,666329;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,430;1706651874430;-0,999056;-0,430407;-0,036661;-0,063665;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,443;1706651874443;-0,978113;-1,47737;-0,051611;-0,038967;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,460;1706651874460;-0,866953;-0,780702;-0,756655;-0,332044;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,478;1706651874478;-1,22276;-0,751206;-1,05609;-0,331541;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,493;1706651874493;-1,64368;-0,903451;-0,10705;-0,12787;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,514;1706651874514;-0,443296;0,212018;-0,950196;-0,221507;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,527;1706651874527;0,842589;1,03282;-1,27937;-0,657252;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,542;1706651874542;0,999945;-1,23894;0,192215;-1,03915;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,560;1706651874560;-1,26953;-1,34591;-0,997495;-1,31799;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,578;1706651874578;-2,49192;-0,10389;-2,05061;-1,10479;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,594;1706651874594;-0,412251;-0,0372487;-1,21668;-0,332519;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,610;1706651874610;0,940223;-0,0734786;-0,545355;-0,577898;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,626;1706651874626;0,317763;1,03797;0,024505;-0,163367;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,646;1706651874646;-0,688612;0,153577;-1,13074;-0,923525;;;;;BLINK_TWICE
20240130101353;20240130_10:57:54,660;1706651874660;-0,688612;-0,066913;-0,10799;-1,38055;;;;;BLINK_TWICE
